FEATUREID	AreaSqKM	P_High	P_Mod	P_VeryHigh	P_TotalFire
22549475	1.4157	NA	NA	4.434693056	4.434693056
22549477	0.9837	NA	NA	68.49770715	68.49770715
22549481	1.7406	NA	NA	33.18465938	33.18465938
22549483	6.4251	NA	NA	31.03363936	31.03363936
22549485	1.2033	NA	NA	38.59127037	38.59127037
22549487	3.2868	NA	NA	41.22706376	41.22706376
22549489	4.0752	3.086220609	NA	96.40864416	99.49486477
22549491	3.465	NA	8.075798184	81.85136941	89.92716759
22549495	2.3949	NA	NA	3.11026988	3.11026988
22549497	0.7749	NA	NA	3.30750825	3.30750825
22549499	2.2536	12.24099141	1.766383148	85.99262793	100.0000025
22549501	3.8979	NA	NA	28.84751871	28.84751871
22549503	2.1834	19.15819474	44.70955753	36.13224665	99.99999892
22549505	1.0215	21.85686878	NA	78.13378391	99.99065269
22549507	2.7603	66.95271547	1.037284902	32.00999937	99.99999974
22549509	0.3276	94.07657617	NA	5.92343386	100.00001
22549511	1.9521	NA	NA	4.382271625	4.382271625
22549515	8.7831	NA	NA	9.853830905	9.853830905
22549517	1.6974	NA	NA	65.24180519	65.24180519
22549519	4.644	NA	NA	0.622024795	0.622024795
22549521	1.7748	NA	NA	47.60248124	47.60248124
22549523	2.3571	2.547136524	NA	97.388309	99.93544552
22549525	1.2474	36.86451829	NA	58.14693642	95.01145471
22549527	0.5553	NA	NA	86.33001951	86.33001951
22549529	1.9449	NA	NA	1.94182397	1.94182397
22549531	0.2547	NA	NA	54.67853477	54.67853477
22549533	0.909	NA	NA	11.69994673	11.69994673
22549541	2.7549	NA	NA	16.81690064	16.81690064
22549543	1.0359	NA	NA	99.99999813	99.99999813
22549547	0.0567	NA	NA	86.62848831	86.62848831
22549551	7.4889	11.72012147	8.605028716	17.86230764	38.18745782
22549553	5.3694	NA	NA	11.24841348	11.24841348
22549555	2.9934	NA	NA	7.89218466	7.89218466
22549557	4.6116	NA	NA	12.97832581	12.97832581
22549561	2.8728	NA	NA	18.67213482	18.67213482
22549563	0.0441	NA	NA	77.66148999	77.66148999
22549565	1.62	NA	NA	3.888455862	3.888455862
22549567	1.5345	NA	NA	1.617285641	1.617285641
22549569	4.221	NA	NA	20.17058954	20.17058954
22549571	3.1653	NA	NA	41.53496732	41.53496732
22549573	1.6146	NA	NA	9.090217601	9.090217601
22549575	1.2042	NA	NA	14.23330663	14.23330663
22549579	6.2217	NA	NA	9.208898123	9.208898123
22549583	4.7934	NA	NA	94.34017597	94.34017597
22549585	3.7611	NA	NA	37.85272121	37.85272121
22549587	0.477	NA	NA	99.9999974	99.9999974
22549589	3.7926	NA	NA	26.37751087	26.37751087
22549593	0.1575	NA	NA	100.0000163	100.0000163
22549595	1.233	NA	NA	16.09620644	16.09620644
22549597	1.6542	NA	7.646300559	36.12889258	43.77519314
22549599	0.9027	NA	NA	22.43365653	22.43365653
22549601	3.0276	NA	NA	99.99428091	99.99428091
22549603	3.0501	NA	NA	18.78567731	18.78567731
22549607	3.1023	NA	NA	3.194130157	3.194130157
22549611	2.6829	NA	NA	62.46413077	62.46413077
22549613	1.6281	NA	NA	50.29875441	50.29875441
22549619	2.232	NA	NA	2.622359287	2.622359287
22549621	2.8557	NA	NA	53.13447164	53.13447164
22549623	1.7307	NA	NA	22.41863392	22.41863392
22549625	0.0054	NA	NA	100.0000523	100.0000523
22549627	6.7374	NA	17.26403482	60.56156035	77.82559517
22549629	2.4975	0.089446055	NA	18.47690935	18.5663554
22549631	1.0053	NA	95.02932408	2.436373482	97.46569756
22549637	0.3357	NA	NA	64.30298976	64.30298976
22549639	2.2662	NA	NA	43.48992472	43.48992472
22549641	1.7424	NA	NA	67.78777682	67.78777682
22549643	4.2237	NA	NA	0.623831127	0.623831127
22549647	3.6288	NA	NA	92.41379793	92.41379793
22549649	3.5568	NA	NA	77.00490848	77.00490848
22549653	0.4437	NA	NA	3.419884421	3.419884421
22549655	0.0279	NA	NA	0.238019812	0.238019812
22549659	7.7742	NA	NA	77.61799654	77.61799654
22549661	2.2554	NA	NA	0.09077902	0.09077902
22549663	3.1437	NA	NA	7.960485125	7.960485125
22549667	1.3374	NA	NA	22.90856223	22.90856223
22549669	3.6909	NA	NA	8.306991442	8.306991442
22549671	2.7153	NA	NA	18.03886313	18.03886313
22549673	0.0036	NA	NA	99.9998343	99.9998343
22549675	1.674	NA	NA	77.22891193	77.22891193
22549677	1.9944	NA	NA	55.15226874	55.15226874
22549681	1.6245	NA	NA	2.521804354	2.521804354
22549685	0.5148	NA	0.592472255	49.69641092	50.28888318
22549687	5.3109	NA	NA	66.09939958	66.09939958
22549691	0.2187	NA	19.25234274	78.42342592	97.67576867
22549693	1.9683	NA	NA	44.51655578	44.51655578
22549695	1.0521	NA	NA	23.3939759	23.3939759
22549697	1.4679	NA	NA	38.5809916	38.5809916
22549703	2.1474	NA	NA	27.5186391	27.5186391
22549705	2.1501	NA	NA	38.05820823	38.05820823
22549707	2.1825	NA	31.23310542	67.09064723	98.32375265
22549709	8.1009	NA	NA	15.09655516	15.09655516
22549711	2.9223	NA	NA	0.436415413	0.436415413
22549713	4.1301	NA	NA	37.92915229	37.92915229
22549715	0.2331	NA	0.018686146	74.67617958	74.69486573
22549717	0.0576	NA	NA	17.52101359	17.52101359
22549723	0.7146	NA	NA	67.68879225	67.68879225
22549725	1.2267	NA	NA	24.74254101	24.74254101
22549727	1.2267	NA	NA	11.15991271	11.15991271
22549729	1.6542	NA	NA	86.12492119	86.12492119
22549735	1.5813	NA	7.065149464	32.20180832	39.26695779
22550529	0.1224	NA	4.875153275	95.12482959	99.99998287
22550531	0.2862	87.85885872	12.14114378	NA	100.0000025
22550533	4.0707	NA	NA	78.53680012	78.53680012
22550535	4.9365	3.254331193	30.31908293	66.42658683	100.000001
22550537	4.3317	NA	NA	100.0000052	100.0000052
22550539	7.5762	NA	NA	85.53602347	85.53602347
22550541	1.4409	NA	5.494788906	94.50521395	100.0000029
22550543	2.2752	NA	NA	27.57382925	27.57382925
22550547	1.3941	NA	NA	100.0000035	100.0000035
22550549	4.4487	6.505399649	NA	77.66260015	84.1679998
22550551	2.5614	NA	NA	86.00614154	86.00614154
22550553	1.3644	NA	NA	40.62049508	40.62049508
22550555	2.6127	0.24467268	NA	34.3523073	34.59697998
22550557	0.3159	NA	NA	78.00272856	78.00272856
22550559	11.5596	NA	NA	53.3062565	53.3062565
22550561	1.2411	NA	NA	30.24062227	30.24062227
22550565	0.9234	NA	NA	57.97757449	57.97757449
22550567	0.3618	NA	NA	21.958083	21.958083
22550569	0.7992	NA	NA	27.47908996	27.47908996
22550571	4.2543	NA	0.147887727	31.50288929	31.65077702
22550573	2.106	NA	NA	85.18060292	85.18060292
22550577	1.4679	NA	NA	1.30976467	1.30976467
22550581	0.2979	NA	11.0135631	88.98644328	100.0000064
22550583	0.0351	NA	35.6951739	64.30480226	99.99997616
22550585	0.0117	NA	100.0000426	NA	100.0000426
22550587	0.1071	7.458885295	92.54112277	NA	100.0000081
22550589	1.4094	8.919260677	16.50860248	66.34860921	91.77647236
22550591	0.0945	0.07468615	99.42493174	0.500362396	99.99998029
22550593	0.2997	0.069114278	99.93087932	NA	99.9999936
22550595	0.9981	NA	40.06136446	59.93863311	99.99999757
22550597	0.5985	NA	70.37160347	29.62840352	100.000007
22550601	0.1485	77.81673187	NA	22.18326665	99.99999852
22554474	8.8875	1.785327444	NA	35.19069029	36.97601773
22554476	2.6199	NA	NA	34.0439516	34.0439516
22554478	5.2929	NA	NA	51.01830998	51.01830998
22554488	5.8446	NA	NA	46.20422166	46.20422166
22554490	3.6432	NA	NA	11.79125642	11.79125642
22554498	0.081	NA	NA	100.0000155	100.0000155
22554500	5.7213	NA	NA	19.32302157	19.32302157
22554502	3.7143	1.257452143	NA	1.409716323	2.667168466
22554504	2.1474	0.450134353	NA	0.008061249	0.458195602
22554508	2.9205	NA	NA	49.03009665	49.03009665
22554510	2.6082	NA	NA	1.371978848	1.371978848
22554512	0.2475	NA	NA	9.824610296	9.824610296
22554518	0.126	NA	NA	60.78917178	60.78917178
22554520	1.8612	NA	NA	11.82102937	11.82102937
22554522	2.9934	NA	NA	24.27575189	24.27575189
22554524	1.5669	NA	NA	5.053826673	5.053826673
22554526	0.2214	NA	NA	2.878040652	2.878040652
22554532	3.0834	NA	NA	12.26447951	12.26447951
22554536	1.3536	NA	NA	13.2756631	13.2756631
22554538	0.0018	NA	NA	99.99975261	99.99975261
22554544	4.9968	NA	NA	21.56545642	21.56545642
22554548	1.7919	NA	6.887483816	24.48231789	31.36980171
22554554	2.3958	NA	NA	28.30961915	28.30961915
22554564	1.3104	NA	NA	5.830955947	5.830955947
22554566	1.7883	NA	NA	4.742349486	4.742349486
22554572	0.7461	NA	NA	49.79091352	49.79091352
22554574	3.762	NA	NA	6.036942995	6.036942995
22554580	1.1448	NA	NA	7.933496831	7.933496831
22554582	0.8001	NA	NA	1.489495476	1.489495476
22554584	3.5775	NA	NA	1.865826843	1.865826843
22554586	2.7504	NA	NA	1.469427503	1.469427503
22554590	0.7929	NA	NA	27.59239332	27.59239332
22554594	1.5111	NA	NA	10.03976639	10.03976639
22554598	0.6786	NA	NA	0.472588158	0.472588158
22554602	1.4265	NA	NA	4.50267689	4.50267689
22554610	1.809	NA	NA	26.28236961	26.28236961
22554612	3.2121	NA	NA	5.55700073	5.55700073
22554614	1.6182	NA	NA	25.94368455	25.94368455
22554618	0.1503	NA	NA	24.41048839	24.41048839
22554620	3.3174	NA	NA	10.02546398	10.02546398
22554626	2.5101	NA	NA	2.509404698	2.509404698
22554630	2.8827	NA	NA	7.923191701	7.923191701
22554638	0.1458	NA	NA	1.557093019	1.557093019
22554640	1.8675	NA	NA	18.54666526	18.54666526
22554652	1.0638	NA	NA	11.51143879	11.51143879
22554654	2.196	NA	NA	18.55946195	18.55946195
22554660	1.7856	NA	NA	2.195118321	2.195118321
22554666	1.2312	NA	NA	1.753919207	1.753919207
22554668	1.737	NA	NA	0.409585194	0.409585194
22554678	0.9666	NA	NA	3.944438493	3.944438493
22554690	0.7137	NA	NA	54.68997099	54.68997099
22554692	0.1035	NA	NA	99.99998963	99.99998963
22554704	0.5454	NA	NA	35.54917847	35.54917847
22554728	2.4003	NA	NA	6.076487152	6.076487152
22554730	0.5526	NA	NA	9.569053629	9.569053629
22554732	1.4193	NA	NA	16.64026201	16.64026201
22554734	0.0594	NA	NA	76.66160319	76.66160319
22554738	10.7748	NA	NA	17.68381841	17.68381841
22554742	2.196	NA	NA	1.986206728	1.986206728
22554748	1.1862	NA	NA	57.46584676	57.46584676
22554750	1.6938	NA	NA	13.17026936	13.17026936
22554752	1.2609	NA	NA	2.398610014	2.398610014
22554754	5.7114	NA	NA	1.675346233	1.675346233
22554756	1.9872	NA	NA	28.63807089	28.63807089
22554758	1.4499	NA	NA	3.288615288	3.288615288
22554760	0.945	NA	NA	4.46136588	4.46136588
22554764	1.3428	NA	NA	1.518058017	1.518058017
22554768	1.4022	NA	NA	1.980163911	1.980163911
22554772	0.7461	NA	NA	81.73512682	81.73512682
22554776	0.9234	NA	NA	26.56267751	26.56267751
22554778	0.9486	NA	NA	0.159051459	0.159051459
22554780	1.5039	NA	NA	0.53169691	0.53169691
22554788	0.3888	NA	NA	64.53595291	64.53595291
22554792	3.3282	NA	NA	4.303231184	4.303231184
22554798	6.8202	1.425802153	0.124938437	40.89461767	42.44535826
22554802	0.5274	NA	NA	2.112949583	2.112949583
22554804	1.3968	NA	NA	3.737848133	3.737848133
22554814	1.737	NA	NA	2.397593566	2.397593566
22554820	3.1122	NA	NA	48.02150311	48.02150311
22554830	2.0286	NA	NA	1.930644756	1.930644756
22554832	0.1485	NA	30.90163325	17.11992921	48.02156246
22554836	3.123	NA	NA	28.27024164	28.27024164
22554838	4.6575	NA	NA	44.66621848	44.66621848
22554840	1.7127	NA	NA	6.437621324	6.437621324
22554844	0.2943	NA	NA	20.84249156	20.84249156
22554848	4.0491	NA	NA	0.143586004	0.143586004
22554858	2.4795	NA	NA	1.680118486	1.680118486
22554860	0.9189	NA	NA	2.983528307	2.983528307
22554862	0.144	NA	30.68870224	3.606645478	34.29534772
22554864	4.3398	NA	7.010180008	46.8117748	53.82195481
22554868	0.0225	NA	31.90740833	0.621605224	32.52901356
22554870	0.0387	NA	68.07310563	31.92691656	100.0000222
22554872	0.8964	NA	NA	21.60683593	21.60683593
22554876	1.3986	NA	NA	3.187615977	3.187615977
22554880	0.1233	NA	39.72111321	50.68467282	90.40578603
22554882	2.2176	NA	NA	23.00490519	23.00490519
22554896	3.0447	NA	NA	19.10140587	19.10140587
22554898	9.5607	NA	NA	35.27335122	35.27335122
22554900	5.1714	NA	NA	12.493235	12.493235
22554906	1.1178	NA	NA	5.292786137	5.292786137
22554908	5.8419	NA	NA	14.05052011	14.05052011
22554914	2.0331	NA	NA	0.030129924	0.030129924
22554916	0.1323	NA	NA	37.19579539	37.19579539
22554924	1.5741	NA	NA	33.49809208	33.49809208
22554930	0.0297	NA	NA	99.9999452	99.9999452
22554932	2.3742	NA	NA	0.895643008	0.895643008
22554948	0.1611	NA	NA	14.12165542	14.12165542
22554950	0.0207	NA	NA	99.99954797	99.99954797
22554954	0.0306	NA	NA	16.57185977	16.57185977
22554956	0.0693	NA	NA	100.0000228	100.0000228
22554960	0.0441	NA	NA	71.6300558	71.6300558
22554962	0.0342	NA	37.99451628	34.83750171	72.83201799
22554964	0.0081	NA	1.653748997	NA	1.653748997
22554966	0.0162	NA	43.01883702	45.82919823	88.84803525
22554968	0.4365	NA	NA	100.0000004	100.0000004
22554972	2.2662	NA	NA	5.467238295	5.467238295
22554976	1.4058	NA	NA	20.20446955	20.20446955
22554984	2.8638	NA	NA	61.91038878	61.91038878
22554986	3.8979	NA	NA	16.27991453	16.27991453
22554988	1.7757	NA	NA	4.235716078	4.235716078
22554994	0.2034	NA	NA	77.35272872	77.35272872
22555000	4.0446	NA	NA	20.41748777	20.41748777
22555002	0.576	NA	NA	60.43381293	60.43381293
22555004	3.3255	NA	NA	20.34456495	20.34456495
22555012	0.0585	NA	NA	100.0000162	100.0000162
22555020	1.323	NA	NA	7.926073794	7.926073794
22555022	1.3653	NA	NA	0.69171065	0.69171065
22555024	0.1413	NA	NA	25.76677394	25.76677394
22555026	0.1575	NA	17.03183562	36.22711443	53.25895005
22555036	0.432	NA	0.032063186	99.96792814	99.99999133
22555038	0.0315	NA	28.99293597	63.36637624	92.35931221
22555040	1.6137	NA	9.687545913	90.31245259	99.9999985
22555042	0.1566	NA	17.99235402	82.00764776	100.0000018
22555044	0.0567	NA	NA	15.82630002	15.82630002
22555046	4.248	NA	NA	83.60093863	83.60093863
22555050	0.1341	NA	25.00509159	74.99491508	100.0000067
22555052	0.0594	NA	66.69858152	20.36007245	87.05865397
22555054	0.0063	NA	100.0000689	NA	100.0000689
22555060	1.5912	NA	NA	62.73020157	62.73020157
22555062	2.5515	NA	NA	5.150095333	5.150095333
22555064	1.1079	NA	0.234045942	49.62078194	49.85482788
22555066	0.0666	NA	75.49987282	24.50012277	99.99999559
22555068	1.3698	NA	NA	0.076879186	0.076879186
22555070	0.8712	NA	NA	7.96794702	7.96794702
22555072	0.9774	NA	NA	6.906224382	6.906224382
22555076	1.2537	NA	NA	14.5786784	14.5786784
22555080	0.6399	NA	NA	74.00596476	74.00596476
22555082	1.6326	NA	NA	31.99918393	31.99918393
22555084	0.0414	NA	91.86560055	8.134369655	99.99997021
22555086	0.0504	NA	99.99999028	NA	99.99999028
22555094	1.5039	NA	NA	40.14841997	40.14841997
22555096	0.0297	NA	78.91208253	21.08788248	99.99996501
22555098	0.0117	NA	29.68153872	70.31850528	100.000044
22555102	0.1017	NA	43.47359885	51.94181129	95.41541014
22555104	0.1431	NA	12.32260079	11.49375056	23.81635135
22555106	0.0828	NA	NA	18.46010186	18.46010186
22555108	1.0125	NA	NA	4.538602682	4.538602682
22555110	0.0315	NA	37.21944121	62.78059517	100.0000364
22555112	0.3033	NA	18.94806205	81.05194325	100.0000053
22555114	0.0324	NA	5.787959882	94.21202223	99.99998211
22555126	0.0162	NA	38.50959957	58.47601952	96.98561909
22555130	2.1078	NA	NA	39.9930698	39.9930698
22555132	1.2294	NA	NA	28.69381718	28.69381718
22555134	0.2934	NA	NA	4.04271072	4.04271072
22555136	0.063	NA	12.82078608	87.17924276	100.0000288
22555138	0.0108	NA	79.37765532	20.62247018	100.0001255
22555140	0.0684	NA	5.670373396	94.32963733	100.0000107
22555142	0.2961	NA	NA	3.46860013	3.46860013
22555144	0.279	NA	60.58712102	39.41288096	100.000002
22555146	0.2511	NA	NA	7.985203704	7.985203704
22555148	0.3519	NA	12.66750098	87.33250856	100.0000095
22555154	0.7821	NA	NA	13.01749716	13.01749716
22555156	5.625	NA	NA	15.4665236	15.4665236
22555158	0.3384	NA	23.92367757	76.07631489	99.99999246
22555160	0.0279	NA	100.0000141	NA	100.0000141
22555162	2.4597	NA	NA	0.340671578	0.340671578
22555164	0.0072	NA	99.9998854	NA	99.9998854
22555166	0.2466	NA	12.48529371	87.51470905	100.0000028
22555168	0.1368	NA	NA	90.25937188	90.25937188
22555170	0.1089	NA	4.683795208	95.31618665	99.99998186
22555172	2.2644	NA	NA	13.8379051	13.8379051
22555174	0.0666	NA	30.22807985	69.77193031	100.0000102
22555176	0.2025	NA	12.30625442	24.75040715	37.05666157
22555178	1.989	3.163290218	NA	5.212939804	8.376230022
22555180	0.0198	NA	93.17470586	6.825361662	100.0000675
22555182	9.00E-04	NA	79.09384674	20.90580793	99.99965467
22555186	0.0288	NA	99.95461305	0.045345339	99.99995839
22555188	0.1917	NA	1.007860756	98.99214041	100.0000012
22555192	3.4371	NA	NA	6.482300442	6.482300442
22555196	0.4158	NA	NA	54.92654851	54.92654851
22555198	0.5742	NA	NA	81.01695245	81.01695245
22555200	1.6353	NA	NA	4.211659052	4.211659052
22555202	4.2021	NA	NA	28.27902857	28.27902857
22555204	0.2259	NA	21.15933212	78.8406589	99.99999102
22555206	0.0747	NA	NA	99.99995506	99.99995506
22555208	1.4022	NA	NA	46.73188807	46.73188807
22555210	0.0081	NA	NA	100.0000861	100.0000861
22555212	1.0089	NA	NA	9.131163036	9.131163036
22555214	0.2826	NA	8.249744676	89.32276351	97.57250819
22555216	0.0297	NA	NA	44.85174751	44.85174751
22555218	0.2241	NA	NA	78.31227286	78.31227286
22555222	0.0315	NA	NA	99.99998506	99.99998506
22555224	0.2403	NA	NA	46.9138865	46.9138865
22555230	0.0414	NA	2.38031826	97.61968172	99.99999998
22555232	0.1476	NA	NA	17.85900706	17.85900706
22555234	0.1116	NA	24.71742395	4.068241549	28.7856655
22555236	0.1161	NA	36.25536309	6.177823249	42.43318634
22555238	3.0825	NA	NA	19.06717032	19.06717032
22555240	7.0668	NA	NA	75.79850688	75.79850688
22555242	0.3006	NA	20.5842448	79.41574946	99.99999427
22555244	0.0036	NA	NA	100.0001283	100.0001283
22555246	0.9603	NA	NA	79.27608904	79.27608904
22555248	0.0162	NA	57.39993079	42.6000587	99.99998949
22555250	0.0153	NA	22.5957863	77.40420985	99.99999615
22555254	0.054	NA	NA	73.23542014	73.23542014
22555256	0.1602	NA	NA	67.89962672	67.89962672
22555258	0.1359	NA	NA	100.0000079	100.0000079
22555260	5.5881	NA	NA	4.306837034	4.306837034
22555262	0.0189	NA	NA	99.99986285	99.99986285
22555264	0.0891	NA	NA	100.0000142	100.0000142
22555266	0.0351	NA	NA	56.91860148	56.91860148
22555270	0.0603	NA	NA	100.0000197	100.0000197
22555272	0.5427	NA	NA	48.73758132	48.73758132
22555276	0.0279	NA	35.07821086	64.92183481	100.0000457
22555278	0.0531	NA	16.82916158	83.17085313	100.0000147
22555280	0.3033	NA	87.19057191	12.80941323	99.99998514
22555282	0.0612	NA	95.99424673	4.005781723	100.0000285
22555284	0.072	NA	NA	51.96765178	51.96765178
22555286	0.0288	NA	NA	100.0000243	100.0000243
22555288	0.1269	NA	NA	64.83205083	64.83205083
22555290	0.0531	NA	NA	99.99999743	99.99999743
22555292	0.0729	NA	NA	100.0000319	100.0000319
22555294	0.0207	NA	NA	99.99999243	99.99999243
22555296	0.0144	NA	100.0000985	NA	100.0000985
22555298	0.1062	NA	15.42987743	84.57012521	100.0000026
22555300	0.0576	NA	NA	0.934533495	0.934533495
22555302	2.2185	NA	NA	7.483885162	7.483885162
22555308	0.0144	NA	NA	99.99999955	99.99999955
22555310	1.9161	NA	NA	33.27440081	33.27440081
22555312	0.0036	NA	NA	13.02545254	13.02545254
22555314	0.0639	NA	NA	49.51219078	49.51219078
22555316	0.0702	NA	NA	38.0438803	38.0438803
22555324	1.0278	NA	NA	40.13445839	40.13445839
22555326	0.0189	NA	NA	59.13342979	59.13342979
22555334	0.0162	NA	NA	76.28155698	76.28155698
22555336	0.4014	NA	NA	59.59959333	59.59959333
22555338	0.0288	NA	NA	89.48645207	89.48645207
22555340	0.1179	NA	NA	99.99999789	99.99999789
22555344	7.2783	NA	NA	31.08275034	31.08275034
22555350	0.3006	NA	NA	95.10280243	95.10280243
22555352	0.0288	NA	NA	64.65595497	64.65595497
22555354	2.0412	NA	NA	79.60578404	79.60578404
22555356	0.0063	NA	NA	100.0000342	100.0000342
22555358	0.0162	NA	NA	13.37533163	13.37533163
22555360	0.0054	NA	NA	100.0000154	100.0000154
22555362	0.0387	NA	NA	100.0000159	100.0000159
22555364	0.0738	NA	NA	99.99999502	99.99999502
22555366	0.2502	NA	0.659582629	53.17840946	53.83799209
22555368	1.9053	NA	NA	7.664342288	7.664342288
22555372	1.4733	NA	37.936298	45.45059635	83.38689435
22555374	0.3024	NA	NA	14.68630286	14.68630286
22555376	0.8685	NA	NA	42.4854544	42.4854544
22555378	4.0329	NA	NA	23.38222562	23.38222562
22555380	0.8514	NA	NA	0.669077111	0.669077111
22555382	0.1998	NA	NA	99.99998523	99.99998523
22555384	1.3968	NA	6.924784858	93.07521658	100.0000014
22555386	2.1789	NA	8.786567775	31.81372247	40.60029025
22555388	0.0396	NA	NA	99.81214267	99.81214267
22555390	0.0045	NA	NA	100.0002377	100.0002377
22555392	0.4401	NA	55.45934511	44.5406542	99.9999993
22555394	2.3184	NA	NA	0.016538309	0.016538309
22555398	0.2898	NA	21.80887428	78.19113325	100.0000075
22555400	0.2745	NA	NA	2.615628263	2.615628263
22555404	1.4022	11.37140293	NA	75.49353408	86.86493701
22555406	2.1249	NA	NA	32.91643211	32.91643211
22555408	0.0351	NA	NA	99.99997194	99.99997194
22555410	0.0432	NA	NA	92.44166425	92.44166425
22555412	0.0261	NA	NA	99.99998773	99.99998773
22555414	0.0819	NA	31.72720364	68.27282283	100.0000265
22555418	4.2795	0.07811523	3.633653892	31.50385239	35.21562151
22555420	0.0144	NA	NA	99.99997393	99.99997393
22555422	0.0036	NA	NA	100.0000704	100.0000704
22555426	0.018	NA	67.72149119	32.27849065	99.99998184
22555428	0.0261	NA	29.86034679	70.13971047	100.0000573
22555430	0.0243	NA	15.17037983	84.82955497	99.99993479
22555432	0.0774	NA	55.66493473	44.33505908	99.99999382
22555434	0.0576	NA	NA	99.99997017	99.99997017
22555436	0.0135	NA	NA	100.0000679	100.0000679
22555438	0.0477	NA	NA	99.99999643	99.99999643
22555440	0.3105	24.47237897	NA	46.19850979	70.67088876
22555446	0.0495	NA	0.051415622	99.94857115	99.99998677
22555450	0.1512	5.447816557	9.653961727	84.89822729	100.0000056
22555452	0.0027	NA	55.68639284	44.31348935	99.99988219
22555454	0.0045	NA	NA	100.0000105	100.0000105
22555460	0.0036	NA	NA	99.99966006	99.99966006
22555462	0.0477	NA	30.58494552	69.41506873	100.0000143
22555464	0.1143	NA	0.018251348	99.98173354	99.99998489
22555466	0.0171	NA	NA	100.0000103	100.0000103
22555468	0.1458	NA	NA	100.0000101	100.0000101
22555470	0.2403	NA	NA	99.9999986	99.9999986
22555472	0.0027	NA	NA	100.000096	100.000096
22555474	0.0045	NA	NA	100.0002154	100.0002154
22555476	3.8043	NA	NA	4.481074731	4.481074731
22555478	0.4896	NA	NA	0.665472056	0.665472056
22555480	2.4309	NA	NA	59.26276188	59.26276188
22555482	0.0072	NA	NA	99.99992951	99.99992951
22555484	0.0378	NA	27.48373127	72.51627128	100.0000026
22555486	0.0162	NA	35.41171618	64.5882612	99.99997739
22555490	0.0207	NA	60.68270983	39.31730397	100.0000138
22555492	0.1521	NA	47.32993362	52.67007727	100.0000109
22555494	0.0099	NA	NA	99.99977775	99.99977775
22555496	0.0666	NA	NA	16.79136078	16.79136078
22555498	0.027	NA	NA	100.0000012	100.0000012
22555500	0.0369	NA	11.72185246	88.27817895	100.0000314
22555502	0.0018	NA	NA	99.99994982	99.99994982
22555504	0.0252	NA	NA	100.0000055	100.0000055
22555506	0.0063	NA	NA	100.0002014	100.0002014
22555508	0.0405	NA	NA	100.000024	100.000024
22555510	1.2987	NA	NA	92.3650727	92.3650727
22555516	0.0495	NA	NA	99.9999935	99.9999935
22555518	0.1431	NA	NA	99.9999925	99.9999925
22555520	4.3623	7.856853279	NA	52.00340168	59.86025495
22555524	0.0108	NA	NA	99.99983378	99.99983378
22555526	0.0468	NA	24.85268708	75.14731268	99.99999977
22555528	0.0036	NA	99.99979808	NA	99.99979808
22555530	0.0099	NA	NA	99.99994882	99.99994882
22555532	0.0135	NA	85.40881311	14.59124655	100.0000597
22555534	0.1566	NA	36.50175064	63.49824138	99.99999203
22555536	2.1753	NA	NA	57.19539644	57.19539644
22555540	1.1448	NA	NA	60.46475079	60.46475079
22555542	0.1368	NA	NA	28.0327193	28.0327193
22555544	0.0135	NA	NA	99.99998128	99.99998128
22555546	0.0072	NA	NA	100.0000501	100.0000501
22555550	0.009	NA	NA	100.0000906	100.0000906
22555552	0.0099	NA	NA	100.0000546	100.0000546
22555558	0.0279	NA	NA	100.0000016	100.0000016
22555560	0.0036	NA	NA	99.99985949	99.99985949
22555562	0.0585	NA	NA	100.0000027	100.0000027
22555564	0.0396	NA	15.84702586	84.15297429	100.0000001
22555568	0.2322	NA	10.37435419	89.62564918	100.0000034
22555570	0.0297	NA	NA	100.0000007	100.0000007
22555572	0.009	NA	NA	100.0000136	100.0000136
22555574	0.0207	NA	NA	99.99996724	99.99996724
22555576	0.0081	NA	NA	100.0000981	100.0000981
22555578	0.3528	NA	NA	34.17232929	34.17232929
22555586	0.027	NA	NA	100.000017	100.000017
22555588	3.7692	NA	NA	11.92758796	11.92758796
22555590	0.7209	NA	NA	4.831595693	4.831595693
22555596	1.5696	NA	NA	50.01732449	50.01732449
22555598	0.6156	NA	6.82864247	93.17135568	99.99999815
22555600	0.0126	NA	NA	100.0001288	100.0001288
22555608	0.0297	NA	NA	99.99999606	99.99999606
22555610	0.0558	NA	NA	99.99995771	99.99995771
22555612	0.4005	NA	NA	77.26565392	77.26565392
22555614	0.0054	NA	NA	99.99994845	99.99994845
22555620	0.0621	NA	NA	100.0000292	100.0000292
22555624	0.0297	NA	NA	100.0000139	100.0000139
22555626	0.2628	NA	NA	25.90868796	25.90868796
22555628	0.4176	NA	NA	89.21000432	89.21000432
22555630	0.0999	NA	NA	42.68913849	42.68913849
22555632	0.3123	NA	NA	100.0000133	100.0000133
22555638	0.2574	NA	NA	55.76943589	55.76943589
22555640	3.8781	0.972606665	NA	55.46470583	56.43731249
22555642	0.7596	NA	NA	17.39001696	17.39001696
22555650	4.3299	NA	NA	14.22639434	14.22639434
22555652	0.1323	NA	NA	17.27946267	17.27946267
22555654	2.7234	2.290957221	0.970713623	43.71995399	46.98162484
22555656	0.0603	NA	NA	100.0000288	100.0000288
22555658	0.5778	7.61279325	NA	35.07661857	42.68941182
22555662	1.8441	NA	NA	3.763413479	3.763413479
22555666	0.0801	NA	NA	47.54054231	47.54054231
