"HUC08"	"Region"	"RegionName"	"WaterbodyName"	"WBID"	"Category"	"Impairments"	"Exceedances"	"Pollutant"	"PollutantCategory"	"EstimatedSizeAffected"	"Unit"	"WaterbodyType"	"WBType"	"ReachCode"	"Year"	"PotentialSources"	"SourceCategory"	"COMID"	"Comments"
"15060101"	"SR"	"Salt River"	"BLACK RIVER/Beaver Creek - Reservation Creek/1"	"15060101-007"	"Category 2"	"DWS-Attaining • FC-Attaining • BC-Attaining/AGI-Attaining • AGL-Attaining • AW-Inconclusive"	NA	NA	NA	13.143	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20493981	"SRBLR102.24"
"15060101"	"SR"	"Salt River"	"BLACK RIVER EAST FORK/Headwaters - Black River/1"	"15060101-009"	"Category 2"	"DWS-Attaining • FC-Attaining • BC-Inconclusive/AGI-Attaining • AGL-Attaining • AW-Inconclusive"	NA	NA	NA	26.678	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20495065	"SREFB000.91"
"15060101"	"SR"	"Salt River"	"BLACK RIVER EAST FORK/Headwaters - Black River/1"	"15060101-009"	"Category 2"	"DWS-Attaining • FC-Attaining • BC-Inconclusive/AGI-Attaining • AGL-Attaining • AW-Inconclusive"	NA	NA	NA	26.678	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20493479	"SREFB011.86"
"15060101"	"SR"	"Salt River"	"BLACK RIVER EAST FORK/Headwaters - Black River/1"	"15060101-009"	"Category 2"	"DWS-Attaining • FC-Attaining • BC-Inconclusive/AGI-Attaining • AGL-Attaining • AW-Inconclusive"	NA	NA	NA	26.678	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20493587	"SREFB008.27"
"15060101"	"SR"	"Salt River"	"RESERVATION CREEK/Headwaters - Indian Reservation/1"	"15060101-010"	"Category 2"	"FC-Attaining • BC-Attaining • AGL-Attaining/AW-Inconclusive"	NA	NA	NA	3.279	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20493999	"SRRES000.33"
"15060101"	"SR"	"Salt River"	"BEAR WALLOW CREEK/North and South Forks of Bear Wallow - Indian Res./1"	"15060101-023A"	"Category 2"	"FC-Attaining • BC-Attaining • AGL-Attaining/AW-Inconclusive"	NA	NA	NA	5.9	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15060101"	"SR"	"Salt River"	"CONKLIN CREEK/Headwaters - Black River/1"	"15060101-026"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGI-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	7.406	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20494097	"SRCKN001.61"
"15060101"	"SR"	"Salt River"	"COYOTE CREEK (COY)/Headwaters - East Fork Black/1"	"15060101-027"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGI-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	8.942	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15060101"	"SR"	"Salt River"	"HANNAGAN CREEK/Headwaters - Beaver Creek/1"	"15060101-034"	"Category 2"	"FC-Inconclusive • BC-Attaining • AGL-Inconclusive/AW-Inconclusive"	NA	NA	NA	7.161	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20495153	"SRHAN002.27"
"15060101"	"SR"	"Salt River"	"HANNAGAN CREEK/Headwaters - Beaver Creek/1"	"15060101-034"	"Category 2"	"FC-Inconclusive • BC-Attaining • AGL-Inconclusive/AW-Inconclusive"	NA	NA	NA	7.161	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20495153	"SRHAN000.06"
"15060101"	"SR"	"Salt River"	"BLACK RIVER WEST FORK/Indian Reservation Boundary - Black River/1"	"15060101-048"	"Category 3"	"DWS-Inconclusive • FC-Inconclusive • BC-Inconclusive AGI-Inconclusive • AGL-Inconclusive • AW-Inconclusive"	NA	NA	NA	14.629	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20493605	"SRWFB005.34"
"15060101"	"SR"	"Salt River"	"BLACK RIVER WEST FORK/Indian Reservation Boundary - Black River/1"	"15060101-048"	"Category 3"	"DWS-Inconclusive • FC-Inconclusive • BC-Inconclusive AGI-Inconclusive • AGL-Inconclusive • AW-Inconclusive"	NA	NA	NA	14.629	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20495041	"SRWFB015.22"
"15060101"	"SR"	"Salt River"	"BLACK RIVER WEST FORK/Indian Reservation Boundary - Black River/1"	"15060101-048"	"Category 3"	"DWS-Inconclusive • FC-Inconclusive • BC-Inconclusive AGI-Inconclusive • AGL-Inconclusive • AW-Inconclusive"	NA	NA	NA	14.629	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20493755	"SRWFB001.13"
"15060101"	"SR"	"Salt River"	"BLACK RIVER WEST FORK/Indian Reservation Boundary - Black River/1"	"15060101-048"	"Category 3"	"DWS-Inconclusive • FC-Inconclusive • BC-Inconclusive AGI-Inconclusive • AGL-Inconclusive • AW-Inconclusive"	NA	NA	NA	14.629	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20493695	"SRWFB003.45"
"15060101"	"SR"	"Salt River"	"Unnamed Trib to Black R NF of EF/Headwaters - Black River NF of EF/1"	"15060101-325"	"Category 2"	"FC-Attaining • BC-Inconclusive • AW-Inconclusive"	NA	NA	NA	5.09	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20493405	"SRUNF002.31"
"15060101"	"SR"	"Salt River"	"STINKY CREEK/Headwaters - Fort Apache Reservation/1"	"15060101-352A"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGL-Attaining/AW-Inconclusive"	NA	NA	NA	2.1	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20493467	"SRSTI000.38"
"15060101"	"SR"	"Salt River"	"STINKY CREEK/Headwaters - Fort Apache Reservation/1"	"15060101-352A"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGL-Attaining/AW-Inconclusive"	NA	NA	NA	2.1	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20495047	"SRSTI002.67"
"15060101"	"SR"	"Salt River"	"CENTERFIRE CREEK/Headwaters - Black River/1"	"15060101-356"	"Category 2"	"FC-Attaining • BC-Attaining • AGI-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	8.747	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15060101"	"SR"	"Salt River"	"BOGGY CREEK (BGY)/Headwaters - Centerfire Creek/1"	"15060101-361"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGI-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	7.147	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20495091	"SRBGY002.86"
"15060101"	"SR"	"Salt River"	"WILDCAT CREEK (WLD)/Headwaters - Centerfire Creek/1"	"15060101-362"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGL-Attaining/AW-Inconclusive"	NA	NA	NA	6.03	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15060103"	"SR"	"Salt River"	"SALT RIVER/Pinal Creek - Roosevelt Lake/1"	"15060103-004"	"Category 5"	"FC-Attaining • BC-Impaired • AGI-Attaining/AGL-Attaining • AW-Attaining"	"E. coli (2010)"	"E. coli (2010)"	NA	7.526	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15060103"	"SR"	"Salt River"	"SALT RIVER/Canyon Creek - Cherry Creek/1"	"15060103-007"	"Category 5"	"FC-Attaining • BC-Attaining • AGI-Attaining/AGL-Attaining • AW-Impaired"	"Selenium (2012/14)"	"Selenium (2012/14)"	NA	19.576	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22440922	"SRSLR139.75"
"15060103"	"SR"	"Salt River"	"CANYON CREEK/Headwaters - White Mtn. Apache/1"	"15060103-014"	"Category 2"	"DWS-Attaining • FC-Attaining • BC-Attaining/AGI-Attaining • AGL-Attaining • AW-Inconclusive"	NA	NA	NA	8.594	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22437550	"SRCYN048.21"
"15060103"	"SR"	"Salt River"	"CANYON CREEK/Headwaters - White Mtn. Apache/1"	"15060103-014"	"Category 2"	"DWS-Attaining • FC-Attaining • BC-Attaining/AGI-Attaining • AGL-Attaining • AW-Inconclusive"	NA	NA	NA	8.594	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22438418	"SRCYN046.07"
"15060103"	"SR"	"Salt River"	"CANYON CREEK/Headwaters - White Mtn. Apache/1"	"15060103-014"	"Category 2"	"DWS-Attaining • FC-Attaining • BC-Attaining/AGI-Attaining • AGL-Attaining • AW-Inconclusive"	NA	NA	NA	8.594	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22438418	"SRCYN045.73"
"15060103"	"SR"	"Salt River"	"CHERRY CREEK/TribUTARY AT 340509 / 110560 - SALT RIVER/1"	"15060103-015B"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGI-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	40.9	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22440754	"SRCHE011.90"
"15060103"	"SR"	"Salt River"	"PINTO CREEK/Headwaters - Trib at 331927 / 1105456/1"	"15060103-018A"	"Category 4"	"FC-Inconclusive • BC-Inconclusive • AW-NotAttaining AGL-Inconclusive • AGI-Inconclusive"	"Copper (1998)"	"Copper (1998)"	NA	2.5	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15060103"	"SR"	"Salt River"	"PINTO CREEK/Trib at 331927 / 1105456 - West Fork Pinto Creek/1"	"15060103-018B"	"Category 4"	"FC-Inconclusive • BC-Inconclusive • AGI-Inconclusive AGL-Inconclusive • AW-NotAttaining"	"Copper (dissolved)"	"Copper (dissolved)"	NA	15.3	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15060103"	"SR"	"Salt River"	"PINTO CREEK/West Fork Pinto Creek - Roosevelt Lake/1"	"15060103-018C"	"Category 4"	"FC-Inconclusive • BC-Inconclusive • AGI-Inconclusive/AGL-Inconclusive • AW-Impaired"	"Selenium (2004) and copper (1998)"	"Selenium (2004) and copper (1998)"	NA	18.4	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22441620	"SRPNT008.48"
"15060103"	"SR"	"Salt River"	"WEST FORK PINTO CREEK/Headwaters - Pinto Creek/1"	"15060103-066"	"Category 3"	"FC-Inconclusive • BC-Inconclusive • AW-Inconclusive"	NA	NA	NA	11.641	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22442362	"SRWPN004.47"
"15060103"	"SR"	"Salt River"	"WORKMAN CREEK/Headwaters - Reynolds Creek/1"	"15060103-195A"	"Category 2"	"FC-Attaining • BC-Attaining • AGI-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	7.1	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22438920	"SRWRK002.83"
"15060103"	"SR"	"Salt River"	"REYNOLDS CREEK/Headwaters - Workman Creek/1"	"15060103-202"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGL-Attaining/AW-Inconclusive"	NA	NA	NA	6.796	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22440522	"SRREY001.14"
"15060103"	"SR"	"Salt River"	"PINAL CREEK/Lower Pinal Creek WTP Discharge - See Ranch Crossing/1"	"15060103-280D"	"Category 3"	"BC-Inconclusive • AW-Inconclusive"	"Copper (dissolved)"	"Copper (dissolved)"	NA	1.8	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22441594	"SRPNL005.12"
"15060103"	"SR"	"Salt River"	"PINAL CREEK/See Ranch Crossing - Unnamed Trib @ 33 35 28/110 54 31/15060103-280E/1"	"15060103-280E"	"Category 3"	"BC-Inconclusive • AW-Inconclusive"	NA	NA	NA	4.4	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15060103"	"SR"	"Salt River"	"DEVILS CHASM CREEK/Tributary at 334846 / 1105235 - Cherry Creek/1"	"15060103-801B"	"Category 1"	"FC-Attaining • BC-Attaining • AGL-Attaining/AW-Attaining"	NA	NA	NA	1.6	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15060103"	"SR"	"Salt River"	"Five Point Mountain Tributary/Headwaters - Pinto Creek/1"	"15060103-885"	"Category 5"	"BC-Inconclusive • A&We-Impaired"	"Dissolved copper (2006/8)"	"Dissolved copper (2006/8)"	NA	2.9	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15060103"	"SR"	"Salt River"	"GIBSON MINE TribUTARY/Headwaters - Pinto Creek/1"	"15060103-887"	"Category 4"	"BC-Inconclusive • AW-NotAttaining"	"Copper (dissolved)"	"Copper (dissolved)"	NA	1.14	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15060103"	"SR"	"Salt River"	"COTTONWOOD GULCH/Headwaters - Pinto Creek/1"	"15060103-891"	"Category 2"	"BC-Attaining • AW-Inconclusive"	NA	NA	NA	1.9	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15060103"	"SR"	"Salt River"	"GOLD GULCH/Headwaters - Pinto Creek/1"	"15060103-894"	"Category 2"	"BC-Attaining • AW-Inconclusive"	NA	NA	NA	3.3	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15060105"	"SR"	"Salt River"	"TONTO CREEK (TON)/Greenback Creek - Roosevelt Lake/1"	"15060105-004"	"Category 5"	"FC-Impaired • BC-Inconclusive • AGI-Inconclusive/AGL-Inconclusive • AW-Inconclusive"	"Mercury in fish tissue (EPA 2010)"	"Mercury in fish tissue (EPA 2010)"	NA	2.591	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15060105"	"SR"	"Salt River"	"TONTO CREEK (TON)/Rye Creek - Gun Creek/1"	"15060105-008"	"Category 5"	"FC-Impaired • BC-Inconclusive • AGI-Inconclusive/AGL-Inconclusive • AW-Inconclusive"	"Mercury in fish tissue (EPA 2010)"	"Mercury in fish tissue (EPA 2010)"	NA	18.6	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22431630	"SRTON019.37"
"15060105"	"SR"	"Salt River"	"TONTO CREEK (TON)/Spring Creek - Rye Creek/1"	"15060105-009"	"Category 5"	"FC-Impaired • BC-Inconclusive • AGI-Inconclusive/AGL-Inconclusive • AW-Inconclusive"	"Mercury in fish tissue (EPA 2010)"	"Mercury in fish tissue (EPA 2010)"	NA	19.5	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22429586	"SRTON032.62"
"15060105"	"SR"	"Salt River"	"TONTO CREEK (TON)/Haigler Creek - Spring Creek/1"	"15060105-011"	"Category 5"	"FC-Impaired • BC-Inconclusive • AGI-Inconclusive/AGL-Inconclusive • AW-Inconclusive"	"Mercury in fish tissue (EPA 2010)"	"Mercury in fish tissue (EPA 2010)"	NA	7.8	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22428478	"SRTON046.90"
"15060105"	"SR"	"Salt River"	"HAIGLER CREEK/Headwaters - Trib at 341223 / 1110011/1"	"15060105-012A"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGI-Attaining/AGL-Attaining • AW-Attaining"	NA	NA	NA	15.4	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22429964	"SRHAG013.09"
"15060105"	"SR"	"Salt River"	"HAIGLER CREEK/Trib at 341223.1 / 1110011 - Tonto Creek/1"	"15060105-012B"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGI-Attaining/AGL-Attaining • AW-Attaining"	NA	NA	NA	7.8	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22428488	"SRHAG007.47"
"15060105"	"SR"	"Salt River"	"TONTO CREEK (TON)/Headwaters - Tributary at 341810 / 1110414/1"	"15060105-013A"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Attaining/AGL-Attaining • AW-Attaining"	"Thallium (dissolved)"	"Thallium (dissolved)"	NA	8.1	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22428270	"SRTON059.43"
"15060105"	"SR"	"Salt River"	"TONTO CREEK (TON)/Headwaters - Tributary at 341810 / 1110414/1"	"15060105-013A"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Attaining/AGL-Attaining • AW-Attaining"	"Thallium (dissolved)"	"Thallium (dissolved)"	NA	8.1	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22428292	"SRTON057.55"
"15060105"	"SR"	"Salt River"	"TONTO CREEK (TON)/Headwaters - Tributary at 341810 / 1110414/1"	"15060105-013A"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Attaining/AGL-Attaining • AW-Attaining"	"Thallium (dissolved)"	"Thallium (dissolved)"	NA	8.1	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22428266	"SRTON060.50"
"15060105"	"SR"	"Salt River"	"TONTO CREEK (TON)/Headwaters - Tributary at 341810 / 1110414/1"	"15060105-013A"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Attaining/AGL-Attaining • AW-Attaining"	"Thallium (dissolved)"	"Thallium (dissolved)"	NA	8.1	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22428320	"SRTON056.39"
"15060105"	"SR"	"Salt River"	"TONTO CREEK (TON)/Headwaters - Tributary at 341810 / 1110414/1"	"15060105-013A"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Attaining/AGL-Attaining • AW-Attaining"	"Thallium (dissolved)"	"Thallium (dissolved)"	NA	8.1	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22428280	"SRTON058.93"
"15060105"	"SR"	"Salt River"	"TONTO CREEK (TON)/Headwaters - Tributary at 341810 / 1110414/1"	"15060105-013A"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Attaining/AGL-Attaining • AW-Attaining"	"Thallium (dissolved)"	"Thallium (dissolved)"	NA	8.1	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22428234	"SRTON062.89"
"15060105"	"SR"	"Salt River"	"TONTO CREEK (TON)/Headwaters - Tributary at 341810 / 1110414/1"	"15060105-013A"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Attaining/AGL-Attaining • AW-Attaining"	"Thallium (dissolved)"	"Thallium (dissolved)"	NA	8.1	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22428234	"SRTON061.37"
"15060105"	"SR"	"Salt River"	"TONTO CREEK (TON)/Headwaters - Tributary at 341810 / 1110414/1"	"15060105-013A"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Attaining/AGL-Attaining • AW-Attaining"	"Thallium (dissolved)"	"Thallium (dissolved)"	NA	8.1	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22428234	"SRTON062.28"
"15060105"	"SR"	"Salt River"	"TONTO CREEK (TON)/Headwaters - Tributary at 341810 / 1110414/1"	"15060105-013A"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Attaining/AGL-Attaining • AW-Attaining"	"Thallium (dissolved)"	"Thallium (dissolved)"	NA	8.1	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22428280	"SRTON058.63"
"15060105"	"SR"	"Salt River"	"TONTO CREEK (TON)/Tributary at 341810 / 1110414- Haigler Creek/1"	"15060105-013B"	"Category 4"	"FC-Impaired • BC-NotAttaining • AGI-Inconclusive/AGL-Inconclusive • AW-Inconclusive"	"Mercury in fish tissue (EPA 2010), E. coli (2004)"	"Mercury in fish tissue (EPA 2010), E. coli (2004)"	NA	8.5	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22428340	"SRTON053.87"
"15060105"	"SR"	"Salt River"	"TONTO CREEK (TON)/Tributary at 341810 / 1110414- Haigler Creek/1"	"15060105-013B"	"Category 4"	"FC-Impaired • BC-NotAttaining • AGI-Inconclusive/AGL-Inconclusive • AW-Inconclusive"	"Mercury in fish tissue (EPA 2010), E. coli (2004)"	"Mercury in fish tissue (EPA 2010), E. coli (2004)"	NA	8.5	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22428320	"SRTON055.09"
"15060105"	"SR"	"Salt River"	"RYE CREEK/Headwaters - Tonto Creek/1"	"15060105-014"	"Category 3"	"FC-Inconclusive • BC-Inconclusive • AGL-Inconclusive AW-Inconclusive"	NA	NA	NA	17.81	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15060105"	"SR"	"Salt River"	"DEER CREEK (D4E)/Headwater - Rye Creek/1"	"15060105-018"	"Category 3"	"FC-Inconclusive • BC-Inconclusive • AW-Inconclusive"	NA	NA	NA	11.947	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22429064	"SRD4E005.86"
"15060105"	"SR"	"Salt River"	"GORDON CANYON CREEK/Headwaters - Hog Canyon/1"	"15060105-336A"	"Category 3"	"FC-Inconclusive • BC-Inconclusive • AGL-Inconclusive AW-Inconclusive"	NA	NA	NA	12.7	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15060105"	"SR"	"Salt River"	"CHRISTOPHER CREEK/Headwaters - Tonto Creek/1"	"15060105-353"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Inconclusive/AGL-Inconclusive • AW-Impaired"	NA	NA	NA	8.022	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22428278	"SRCRS006.19"
"15060105"	"SR"	"Salt River"	"CHRISTOPHER CREEK/Headwaters - Tonto Creek/1"	"15060105-353"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Inconclusive/AGL-Inconclusive • AW-Impaired"	NA	NA	NA	8.022	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22428304	"SRCRS002.97"
"15060105"	"SR"	"Salt River"	"CHRISTOPHER CREEK/Headwaters - Tonto Creek/1"	"15060105-353"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Inconclusive/AGL-Inconclusive • AW-Impaired"	NA	NA	NA	8.022	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22428310	"SRCRS002.82"
"15060105"	"SR"	"Salt River"	"CHRISTOPHER CREEK/Headwaters - Tonto Creek/1"	"15060105-353"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Inconclusive/AGL-Inconclusive • AW-Impaired"	NA	NA	NA	8.022	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22428308	"SRCRS001.54"
"15060105"	"SR"	"Salt River"	"CHRISTOPHER CREEK/Headwaters - Tonto Creek/1"	"15060105-353"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Inconclusive/AGL-Inconclusive • AW-Impaired"	NA	NA	NA	8.022	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22428278	"SRCRS005.42"
"15060105"	"SR"	"Salt River"	"CHRISTOPHER CREEK/Headwaters - Tonto Creek/1"	"15060105-353"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Inconclusive/AGL-Inconclusive • AW-Impaired"	NA	NA	NA	8.022	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22428304	"SRCRS003.48"
"15060105"	"SR"	"Salt River"	"CHRISTOPHER CREEK/Headwaters - Tonto Creek/1"	"15060105-353"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Inconclusive/AGL-Inconclusive • AW-Impaired"	NA	NA	NA	8.022	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22428278	"SRCRS005.68"
"15060105"	"SR"	"Salt River"	"CHRISTOPHER CREEK/Headwaters - Tonto Creek/1"	"15060105-353"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Inconclusive/AGL-Inconclusive • AW-Impaired"	NA	NA	NA	8.022	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22428310	"SRCRS002.25"
"15060105"	"SR"	"Salt River"	"CHRISTOPHER CREEK/Headwaters - Tonto Creek/1"	"15060105-353"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Inconclusive/AGL-Inconclusive • AW-Impaired"	NA	NA	NA	8.022	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	22428296	"SRCRS004.43"
"15060105"	"SR"	"Salt River"	"THOMPSON DRAW/Headwaters - Billy Creek/1"	"15060105-378"	"Category 3"	"BC-Inconclusive • AW-Inconclusive"	NA	NA	NA	7.08	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15060105"	"SR"	"Salt River"	"Unnamed Trib to Thompson Draw/Headwaters - Thompson Draw/1"	"15060105-379"	"Category 3"	"BC-Inconclusive • AW-Inconclusive"	NA	NA	NA	0.82	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15060106A"	"SR"	"Salt River"	"SALT RIVER/Stewart Mountain Dam - Verde River/1"	"15060106A-003"	"Category 1"	"DWS-Attaining • FC-Attaining • BC-Attaining/AGI-Attaining • AGL-Attaining • AW-Attaining"	NA	NA	NA	10.143	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15060106B"	"MG"	"Middle Gila"	"SALT RIVER/23rd Avenue WWTP outfall - Gila River/1"	"15060106B-001D"	"Category 2"	"FC-Inconclusive • BC-Inconclusive • AGI-Attaining /AGL-Attaining • AW-Inconclusive"	NA	NA	NA	11.359	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20478484	"MGSLR001.11"
"15060106B"	"MG"	"Middle Gila"	"SALT RIVER/23rd Avenue WWTP outfall - Gila River/1"	"15060106B-001D"	"Category 2"	"FC-Inconclusive • BC-Inconclusive • AGI-Attaining /AGL-Attaining • AW-Inconclusive"	NA	NA	NA	11.359	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20479750	"MGSLR000.88"
"15060106B"	"MG"	"Middle Gila"	"SALT RIVER/23rd Avenue WWTP outfall - Gila River/1"	"15060106B-001D"	"Category 2"	"FC-Inconclusive • BC-Inconclusive • AGI-Attaining /AGL-Attaining • AW-Inconclusive"	NA	NA	NA	11.359	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20479746	"MGSLR003.96"
"15060106B"	"MG"	"Middle Gila"	"CAVE CREEK/Headwaters - Cave Creek Dam/1"	"15060106B-026A"	"Category 3"	"FC-Inconclusive • BC-Inconclusive • AGL-Inconclusive AW-Inconclusive"	NA	NA	NA	32.909	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20476694	"MGCVE027.15"
"15060106B"	"MG"	"Middle Gila"	"CAVE CREEK/Headwaters - Cave Creek Dam/1"	"15060106B-026A"	"Category 3"	"FC-Inconclusive • BC-Inconclusive • AGL-Inconclusive AW-Inconclusive"	NA	NA	NA	32.909	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20476614	"MGCVE037.68"
"15060106B"	"MG"	"Middle Gila"	"CAVE CREEK/Headwaters - Cave Creek Dam/1"	"15060106B-026A"	"Category 3"	"FC-Inconclusive • BC-Inconclusive • AGL-Inconclusive AW-Inconclusive"	NA	NA	NA	32.909	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20476698	"MGCVE026.85"
"15060106B"	"MG"	"Middle Gila"	"CAVE CREEK/Headwaters - Cave Creek Dam/1"	"15060106B-026A"	"Category 3"	"FC-Inconclusive • BC-Inconclusive • AGL-Inconclusive AW-Inconclusive"	NA	NA	NA	32.909	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20476614	"MGCVE038.30"
"15060106B"	"MG"	"Middle Gila"	"INDIAN BEND WASH/Headwaters - Salt River/1"	"15060106B-179"	"Category 3"	"BC-Inconclusive • AW-Inconclusive"	NA	NA	NA	4.847	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
